overallstatus,study_type,lemmatize_text,nct_id,raw_text,trial_no_longer_needed,inadequate_study_design_or_study_redesign,efficacy,logistics,business_or_sponsor_reason,negligence_or_recommandation_of_legalities,organizational_issues,safety_ethics_aes,category,others,enrollment_related,pi_related,slow_accrual,funding_related,added_by_error,study_competition,covid-19_and_similar_epidemic_related,completed_early_or_truncated_completion
WITHDRAWN,INTERVENTIONAL,not enough patient meeting criterion,NCT02532322,not enough patients meeting criteria,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,hard enrollment expect number eligible patient,NCT02532400,Hard to enroll expected number of eligible patients.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,no safety issue change innovation strategy,NCT02532517,No safety issues; change in innovation strategy,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment difficulty due monocentric study,NCT02532660,Recruitment difficulties due to monocentric study,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,futility ground,NCT02533336,futility ground,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study halt make device update,NCT02533531,Study was halted to make device updates,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,due unwillingness surgeon use monopolar energy technical problem,NCT02533687,Due to unwillingness of surgeons to use monopolar energy & technical problems,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,similar large international compete trial result strong positive statistically benefit,NCT02533778,Similar large international competing trial with results of strong positive statistically benefit,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low dermatitis see control allow determination protection difinsa,NCT02534129,Insufficient dermatitis was seen in the controls to allow any determination of protection by Difinsa53,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,not able meet enrollment,NCT02534883,not able to meet enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,merck no longer provide drug study,NCT02535247,Merck no longer providing drug for study,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,study not start no longer require,NCT02535260,"Study not started, no longer required",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study procedure time not feasible due patient schedule,NCT02535780,Study procedures and time not feasible due to patient schedule,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fund source discontinued,NCT02535806,Funding source discontinued,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,halt early due low accrual lack time receive intervention procedure adjacent clinic visit post randomization,NCT02535845,Halted early due to poor accrual and lack of time to receive intervention procedures adjacent to a clinic visit post randomization.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,gilead make decision close study due enrollment challenge,NCT02536300,Gilead has made the decision to close the study due to enrollment challenges,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator decision due fund support,NCT02536495,PI decision due to funding support,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,high pocd nimodipine group,NCT02537080,higher POCD in nimodipine Group,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,not enough obese patient could recruited,NCT02537145,Not enough obese subjects could be recruited.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,pharmaceutical company not want follow support study,NCT02537561,The pharmaceutical company did not want to follow through with support for the study.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,old patient could not tolerate acidity product withdrawal,NCT02538146,Older participants could not tolerate the acidity of the product and withdrew.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,lack patient due covid,NCT02538315,lack of patients due to COVID,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TERMINATED,OBSERVATIONAL,local irb process close study,NCT02538406,Local IRB in process to close down study.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator no longer university maryland fox chase,NCT02538432,PI No Longer at University of Maryland. Now at Fox Chase,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate due lack patient accrual,NCT02538471,The study was terminated due to lack of patient accrual.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,sponsor dissolved before study start,NCT02538887,Sponsor dissolved before study started,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,safety problem trial stop hospital,NCT02539017,"because of safety problem, this trial was stopped in the hospital",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,extreme toxicity meet toxicity stop rule,NCT02539459,"Extreme toxicity, met toxicity stopping rules",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,interim analysis appear no difference group,NCT02539563,"During interim analysis, it appeared there were no difference in groups",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,insufficiant enrollment,NCT02539680,insufficiant recruitment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,product discontinued november,NCT02539992,Product discontinued in November 2014,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,abandon follow local ethic review,NCT02540057,Abandoned following local ethics review.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor obtain sufficient case load prematurely,NCT02540083,Sponsor has obtained sufficient case load prematurely.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator decide not move forward study time,NCT02540135,The investigators decided not to move forward with this study at this time.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,never start no longer funded,NCT02540200,"Never started, no longer funded",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,terminate due license agreement granting exclusive right research innovation manufacture market eisais e adlai nortye biopharma,NCT02540291,"Terminated due to, licensing agreement granting exclusive rights of research, development, manufacture and marketing of Eisai's E7046 to Adlai Nortye Biopharma.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,business decision see detail description,NCT02540330,Business decision (See Detailed Description),0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,feasibility issue prevent completion enrollment,NCT02540434,Feasibility issues prevent completion of recruitment.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low detection sn patient include far nnc,NCT02540551,low detection of the SN in patients included so far (n=11),0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study hypothesis faulty,NCT02540616,Study hypothesis was faulty,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,human resource change research investigator seoul fire department,NCT02540629,Human resource change in Research investigators and Seoul Fire Department,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,lack resource finance project,NCT02541045,lack of resources to finance the project,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study suspend oncology service decide adopt procedure routine,NCT02541162,The study was suspended because the oncology service decided to adopt the procedure in routine,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,goal match patient per group could not achieve reasonable effort reasonable time,NCT02541227,The goal to match 1000 patients per group could not be achieved with reasonable effort and in reasonable time.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor decision terminate limit investigational agent activity observed,NCT02541604,Sponsor decision to terminate because limited investigational agent activity was observed.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,attempt enrollment eligible patient reveal would not possible enrollment adequate number thus no patient enrollment,NCT02541630,Attempts to recruit eligible subjects revealed that it would not be possible to enroll adequate numbers. Thus- no subjects were enrolled.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,new study design make,NCT02541721,New study design will be made,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,low enrollment lead selection bias low data,NCT02541851,Insufficient recruitment leading to selection bias and insufficient data,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low overall accrual,NCT02541903,poor overall accrual,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,disparate corneal thickness reading two measurement technique employ,NCT02541994,Disparate corneal thickness readings from two measurement techniques employed.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,lack fund continue enrollment,NCT02542241,lack of funds to continue recruitment,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,early study closure due limit internal resource continue enrollment,NCT02542397,Early study closure due to limited internal resources to continue enrollment.,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop prematurely due lack eligible patient,NCT02542566,Study was stopped prematurely due to the lack of eligible participants.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,change protocol title,NCT02543385,Change of protocol title,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,high mortality another publish study,NCT02544256,higher mortality in another published study,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,pilot study no difference primary end point find two primary non inferiority trial not deem feasible,NCT02544269,After pilot study no difference in the primary end point was found between the two primary. Non-inferiority trial not deemed feasible.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,enrollment rhythm low,NCT02544386,Inclusion rhythm too slow,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study suspend due covid safety measure follow previously enrollment later resume not patient return due ongoing pandemic study close attempt obtain much data possible,NCT02544503,"The study was suspended in 2020 due to COVID-19 safety measures. Follow up with those previously enrolled later resumed, but not all subjects returned due to the ongoing pandemic. The study closed after attempting to obtain as much data as possible.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
TERMINATED,INTERVENTIONAL,major protocol revision need current project terminate enrollment patient,NCT02545114,"Major protocol revision needed, current project terminated after enrollment of 25 patients.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,trial prematurely terminate termination not safety concern due low enrollment,NCT02545127,The trial was prematurely terminated. Termination was not because of safety concerns but due to slow recruitment.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,stop due limit access medical technology device,NCT02545205,Stopped due to limited access to medical technology devices.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop futility base efficacy result interim analysis no unexpected safety finding observed,NCT02545283,The study was stopped for futility based on efficacy results at the interim analysis; no unexpected safety findings were observed.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,program de prioritized,NCT02545361,Program de-prioritized,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator dr amit not interest carry study,NCT02545413,Investigator (Dr Amit) not interested to carry out the study,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SUSPENDED,OBSERVATIONAL,revision enrollment strategy due difficulty enrollment,NCT02546024,Revision of recruitment strategies due to difficulties in recruitment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,company discuss fda reinitiate trial,NCT02546102,Company is discussing with FDA to reinitiate the trial now.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unable enrollment or accrual adequate number patient within fund period,NCT02546193,Unable to recruit/accrue adequate numbers of participants within funding period.,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
WITHDRAWN,INTERVENTIONAL,staff study no longer available,NCT02546336,Staff for the study is no longer available.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator leave ucsf study close without accrual,NCT02546427,PI left UCSF and the study was closed without any accruals.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study withdrawal due internal decision,NCT02546869,The study was withdrawn due to an internal decision.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,administrative delay,NCT02547116,Administrative delay,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty enrolling patient patient want articulating spacers,NCT02547129,Difficulty enrolling patients as patients wanted articulating spacers.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study futility regard enrollment,NCT02547142,Study futility with regards to recruitment,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,trial futility,NCT02547168,Trial futility,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,follow pre schedule interim analysis perform dmc determine study meet pre specify criterion futility,NCT02547220,"Following a pre-scheduled interim analysis performed by the DMC, it was determined that the study met the pre-specified criteria for futility.",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,previous investigator leave staff change especially setting covid pandemic mean no longer want proceed enrollment no aes or concern lead termination study simply logistical concern,NCT02547298,"Previous PI left, staffing changes especially in setting of COVID pandemic meant we no longer wanted to proceed with further recruitment. There were no adverse events or concerns leading to the termination of the study. Simply logistical concerns",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
TERMINATED,INTERVENTIONAL,study result significant,NCT02547324,Study results were too significant,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study sponsor discontinued,NCT02547688,Study sponsor discontinued,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,project terminate due revision local regulation,NCT02547961,Project terminated due to revision of local regulations,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop loss fund no safety issue,NCT02548169,The study was stopped because of loss of funding and no safety issues,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,fda issue crl response intercept nda oca treatment nash fda indicate review complete determine not approve sponsor decide terminate b short before plan completion date,NCT02548351,The FDA issued a CRL in response to Intercept's NDA for OCA for the treatment of NASH. The FDA indicated the review was complete and determined it cannot be approved. Sponsor decided to terminate 747-303 before the planned completion date.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,project terminate due low resource enrollment,NCT02548494,Project terminated due to insufficient resources for recruitment.,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,not enough patient eligible enrollment,NCT02548533,Not enough patients eligible for recruitment.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,protocol reevaluated sponsor,NCT02548624,Protocol is being reevaluated by sponsor,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,original lead investigator leave northwestern university,NCT02548689,Original lead investigator left Northwestern University,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,complete phase sponsor elect not move forward phase,NCT02548962,"After completing Phase 1, the Sponsor elected not to move forward with Phase 2.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,patient enrollment unsatisfactory,NCT02549573,Subject enrollment is unsatisfactory,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study conclude plan upon reach predetermined endpoint include completion data collection achievement necessary sample size statistical significance,NCT02550028,"The study was concluded as planned upon reaching its predetermined endpoint, which included the completion of data collection and achievement of the necessary sample size for statistical significance.",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty inclusion,NCT02550041,Difficulties for inclusions,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,financial sponsor difficulty,NCT02550691,Financial sponsor difficulties,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,lack accural,NCT02550743,lack of accural,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,lose many patient follow,NCT02550886,Lost many participants to follow-up.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study not commence due unforeseen challenge securing adequate fund resource coupled logistical constraint,NCT02551003,"The study did not commence due to unforeseen challenges in securing adequate funding and resources, coupled with logistical constraints.",0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty concerning enrollment patient,NCT02551146,Difficulties concerning the recruitment of participants,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sub optimal enrollment rate additional year finalize enrollment follow patient,NCT02551458,"sub-optimal inclusion rate, additional 9 years to finalize inclusion and follow-up of all patients.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,patient population presenting department evolved no longer allow enrollment necessary number patient,NCT02551484,The patient population presenting in the department has evolved and no longer allows for the recruitment of the necessary number of patients.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,no new patient,NCT02551601,No new participants,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fund not obtain study could not continue covid pause,NCT02552225,Funding was not obtained so the study could not be continued after the Covid pause.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
TERMINATED,INTERVENTIONAL,study terminate due change business u site,NCT02552732,Study terminated due to change in business of US site.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,no candidate enrollment time no candidate meeting enrollment criterion,NCT02552862,No candidates during recruiting time. There were no candidates meeting the inclusion criteria,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,data publish study would duplicate study,NCT02553122,Data has been published on this study (this would have been a duplicate study),0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,unable enrollment sufficient patient satisfy study protocol,NCT02553174,unable to recruit sufficient patients to satisfy study protocols,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,pilot study currently progress,NCT02553252,A pilot study is currently in progress.,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment prematurely discontinued due program prioritization not due safety concern,NCT02553499,Enrollment prematurely discontinued due to program prioritization & not due to any safety concerns.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,lack enrollment expect,NCT02553564,Lack of enrollment as expected,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,stop january logistical reason,NCT02553876,"Stopped 1 jan 2017, logistical reasons",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,usc ico university patent unconventional dietary supplement,NCT02554188,USC has an ICOI because the university owns the patent of the interventional dietary supplement.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study competition another decide stop enrollment,NCT02554565,Study in competition with another so it was decided to stop recruitment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate since no need safety or efficacy data collect patient benefit investigational treatment move continuation study nct,NCT02554812,The study was terminated since there was no need for further safety or efficacy data to be collected. The participants having benefit from the Investigational treatments have been moved to a continuation study (NCT05059522),0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,clinical study terminate due preclinical safety finding non human primate,NCT02555085,Clinical study terminated due to preclinical safety findings in non-human primates.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,prematurely terminate due organisational reason,NCT02555293,Prematurely terminated due to organisational reasons,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,enrollment exclusion criterion stringent no patient could recruited,NCT02555384,"Inclusion and Exclusion criteria too stringent, no patient coluld be recruited",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unable obtain timely newly request ide,NCT02556138,Unable to obtain a timely newly requested IDE,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,imbalance efficacy safety endpoint treatment arm favor comparator,NCT02556203,Imbalance in the efficacy and safety endpoints between treatment arms in favor of comparator,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,patient population cll sll include another ongoing study involve nhl patient,NCT02556346,The patient population (CLL & SLL) was included in another ongoing study involving NHL patients.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,company strategy,NCT02556463,Company strategy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,thoracic surgery department almost stop completely surgical activity completion study not seem feasible,NCT02556853,The Thoracic Surgery Department has almost stopped completely its surgical activities and the completion of the study doesn't seem to be feasible.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study never start abandon,NCT02556970,Study never started and was abandoned.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,limitation enrollment relate covid,NCT02557412,Limitations to recruitment related to COVID,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
WITHDRAWN,INTERVENTIONAL,could not get teenager enrollment,NCT02557880,Could not get teenagers to enroll,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,combination low fund lack compelling finding,NCT02557945,Combination of insufficient funding and lack of compelling findings,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,no candidate,NCT02558023,no candidats,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,unable rectuir,NCT02558205,unable to rectuir,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,primary investigator no longer upmc no patient enrollment,NCT02558309,The Primary Investigator is no longer with UPMC. No patients have been enrolled.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,fda approve synovial biopsy device unavailable,NCT02558361,FDA approved synovial biopsy device unavailable,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,dr alwayn leave nsha canada new appointment europe,NCT02558764,Dr. Alwayn is leaving NSHA and Canada for a new appointment in Europe,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,drug expire access additional supply end investigator leave institution shortly afterwards study not activated,NCT02559024,Drug expired and access to additional supply ended. PI left the institution shortly afterwards and the study will not be re-activated. Only 4 patients were enrolled.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,loss fund continuation study,NCT02559193,Loss of funding for the continuation of the Study,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
WITHDRAWN,INTERVENTIONAL,no patient randomized one year sponsor decide withdrawal study,NCT02559427,no patients randomized after more than one year sponsor decided to withdrawn the study.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,linked data not available research within requisite time period,NCT02559596,Linked data not available for research within requisite time period,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,enterprise decide stop production catheter use clinical indicate renal denervation,NCT02559882,The Enterprise decided to stop the production of the catheter used for the clinical indicated renal denervation,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,loss laboratory perform molecular analysis,NCT02560012,Loss of laboratory performing molecular analysis,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual resource allocation,NCT02560051,Slow accrual; resource re-allocation,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,terminate before fsfv,NCT02560363,Has been terminated before FSFV.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,lack recruitement finalisation research topic investigator,NCT02560597,Lack of recruitement and finalisation of research on this topic by investigator,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,patient not well compliance due diarrhea soften stool take perox quench sachet day,NCT02560740,Subjects' not-well compliance due to diarrhea and softening stool after taking PerOx Quench 4 sachets a day.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,enrollment study activity temporarily suspend due covid,NCT02560805,Enrollment and study activities are temporarily suspended due to COVID-19.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
WITHDRAWN,INTERVENTIONAL,study not enrollment patient withdrawal system,NCT02561520,Study did not enroll participants is being withdrawn from the system.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,research staff issue,NCT02561598,Research Staffing issues,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
